,title,type,similarity,duration,sale,date,bgm,language,genre,public_time
489,一口苏达宝藏单品大码黑色性感侧开叉半身裙中长款女装2020新款夏,服装,0.7612149,37,24000,2020/7/7 4:05,How You Like That - BLACKPINK,韩语,Rap/HipHop,2020-06-26
490,设计感小众条纹半身裙2020新款女夏高腰包臀短裙显瘦不规则A字裙,箱包,1.0,6,555,2020/7/7 4:06,My Sunset - Feint,纯音乐,Electronica,2020-02-26
491,杜屁屁桃2020年夏季新款牛仔阔腿裤女高腰显瘦薄款宽松链条直筒裤,服装,1.0,10,41,2020/7/7 4:06,孤芳自赏 (电摇版) - 独钟花臂彦,国语,,2019-09-06
492,200斤大码女装夏季胖MM红色波点网纱拼接修身减龄中长款连衣裙,服装,0.70710677,8,133,2020/7/7 4:07,你莫走 (DJ版) - 未知,国语,Pop,2020-05-23
493,【顽客】携星出品 一禅小和尚 励志系列 盲盒 设计公仔 可爱潮玩,玩具,1.0,32,2,2020/7/7 4:07,如果我变成回忆 - Tank,国语,Pop,2009-05-29
494,KTDA 新款圆领人物喷涂系列travisscott短袖男女情侣嘻哈tee,服装,1.0,31,36,2020/7/7 4:08,无情的谎言 - 庄学忠,国语,Pop,2015-06-15
495,JEEP/吉普男鞋2020新款夏季透气潮流百搭帆布鞋 板鞋休闲运动鞋潮,服装,1.0,71,6,2020/7/7 4:14,万有引力 - 汪苏泷,国语,Pop,2012-07-16
496,麦枳 雨后の天空 鱼尾连衣裙女夏2020新款网纱拼接设计感高腰长裙,服装,1.0,7,30,2020/7/7 4:18,哒嗯哒嗯+大大大 (DJ版) - 未知,纯音乐,Pop,2020-07-03
497,1005小鸭套装-男,服装,1.0,10,1580,2020/7/7 4:19,不配怀念 (DJ版) - 心歌,国语,Dance,2020-03-24
498,港风套装女复古chic宽松休闲格子衬衫搭配小个子显瘦半身裙两件套,服装,0.70710677,12,366,2020/7/7 4:40,爱情错觉 (片段) - M哥,国语,,2020-05-31
499,1：32五菱宏光/长安之星车模,车品,1.0,10,1626,2020/7/7 4:42,凤舞九天 (DJ版) - 新旭,意大利语,Dance,2018-11-22
500,茵浪足球5号小学生青少年成人训练比赛用球耐磨INLANG五号足球,运动,1.0,12,3,2020/7/7 4:43,干啥呢 (DJ版) - 代慧颖,国语,Pop,2015-12-18
501,高品质复古风改良旗袍,服装,1.0,8,63,2020/7/7 4:46,最炫旗袍秀 - 小琢,国语,Pop,2019-07-30
502,YOUNG GUNS 保持童心 抵抗恶意 设计师原创款T恤男女款tee潮牌817,服装,1.0,26,340,2020/7/7 4:49,僕が死のうと思ったのは - 中島美嘉,日语,Pop,2013-08-28
503,女士气质套装,服装,1.0,6,51,2020/7/7 4:55,只要有你 - 黄晓明、刘涛、周杰、古巨基、马伊琍、黄奕,国语,Pop,2003-07-01
504,衬衫套装女油画风长袖防晒衬衣夏季新款牛仔短裤减龄时尚两件套潮,美妆,1.0,11,25,2020/7/7 4:55,同样 - lambert、杨胖雨、PonySoore,国语,Pop,2020-03-19
505,加肥加大码女装200斤胖mm无袖显瘦遮肚吊带小背心打底衫内搭夏季,内衣,0.99999994,9,318,2020/7/7 4:56,最快换装舞 - 刘士鸣,纯音乐,Dance,2020-06-29
506,依诗嫚镂空连衣裙,服装,1.0,5,30,2020/7/7 4:58,梁祝 (钢琴演奏版Live) - 纯音乐,纯音乐,WorldMusic,2004-09-20
507,三色短袖腰带西服裙（体重125斤以内拍S，偏大）,饰品,1.0,74,33,2020/7/7 5:00,某人 - 汪苏泷,国语,,2010-11-15
508,顽皮Happy100噜吸吸猫条70g*4包 - 二四六件起拍，14.9/件,箱包,0.5168602,18,1655,2020/7/7 5:10,冬眠 - 辫儿哥哥,国语,Pop,2019-10-28
509,亿元同款水泥地PU耐磨耐打室外篮球7号标准成人比赛训练篮球,运动,1.0,52,11,2020/7/7 5:11,Don't Stay Away for Too Long - Walton Green,其他,Pop,2020-03-18
510,TheBaller美式短裤街头潮牌刺绣男士休闲百搭时尚高街鲁大诗同款,服装,0.70710677,21,50,2020/7/7 5:15,烟花易冷 (2019《快乐大本营》现场) - 邓伦,,,
511,布丁妹妹 狗狗可食用牙膏牙刷去牙结石清洁口腔清新口气套装,电器,0.77327967,30,137,2020/7/7 5:20,iKON-Love Scenario（文武贝钢琴版） - 未知,英语,Soundtrack,2012-11-09
512,2020夏季新款宽松印花字母短袖t恤+高腰显瘦牛仔短裤套装两件套女,服装,0.6098339,8,74,2020/7/7 5:21,Jhak Maar Ke - Neeraj Shridhar、Harshdeep kaur,纯音乐,Pop,2013-03-18
513,【一只陆同款】Y68新款条纹立领休闲衬衣+K04黑色雪纺西装拖地裤,服装,0.7925293000000001,6,27,2020/7/7 5:24,如果这就是爱情 - 张靓颖,国语,Pop,2010-02-02
514,OIOY史迪仔情侣装夏装2020新款ins风宽松百搭不一样t恤女短袖上衣,服装,0.6098339,10,1132,2020/7/7 5:24,Something Just Like This (Megamix) - AnDyWuMUSICLAND,,,
515,T661 亲子装涂鸦印花T恤夏季潮牌宝宝纯棉童装短袖T恤学生上衣服,服装,0.77330744,101,9,2020/7/7 5:26,兜圈 (片段) - 火鸡,英语,Dance,2017-04-07
516,Lecoo感应节水宝,数码,0.70710677,15,25,2020/7/7 5:28,Fade - Alan Walker,纯音乐,Dance,2014-11-19
517,初涵  减龄显瘦修身上衣+裤子两件套 S-XL,服装,0.57735026,8,3760,2020/7/7 5:28,百花香 (DJ版) - 魏新雨,国语,Pop,2019-10-09
518,灰灰家定制 套装2020年新款女赫本风套装轻熟风休闲套装裙两件套,家装,0.70710677,13,43,2020/7/7 5:29,等风来 - 刘雨潼、霍尊,国语,Pop,2018-01-04
519,布丁妹妹 IBEANS宠物卵磷精华素天然狗狗卵磷脂营养补充美毛护眼,医药,1.0,48,453,2020/7/7 5:32,Memories - Maroon 5,英语,Pop,2019-09-20
520,2169#翻领短款露脐上衣,服装,1.0,24,64,2020/7/7 5:32,震撼你心 - 新旭,国语,Pop,2019-06-12
521,董小姐高端定制奢华链条腰带醋酸鱼尾连衣裙2020新款夏女神范裙子,饰品,1.0,9,708,2020/7/7 5:36,Trampoline - SHAED,英语,Pop,2019-09-26
522,小野智恩 一字领吊带背心女夏内搭短款露脐打底衫甜美设计感上衣,内衣,0.99999994,13,2538,2020/7/7 5:36,Blueming - 张大千子,,,
523,2020年新款时尚潮流夏季套装L62938,服装,1.0,10,21,2020/7/7 5:43,包容 - 郑源,国语,Pop,2010-07-29
524,天然乳胶凉席夏季空调养生席 | 北欧立体水洗双人冰丝凉席三件套,电器,1.0,26,86,2020/7/7 5:43,Stan (热播版) - 歌者林念,纯音乐,Pop,2020-06-03
525,Ukiwi纽西之谜黑糖磨砂膏 清洁泥面膜去角质去鸡皮去死皮面部全身,电器,0.77327967,59,22,2020/7/7 5:49,Micmacs à la gare - Raphaël Beau,纯音乐,Soundtrack,2009-10-19
526,JOEYJOY  外套女2020夏季新款薄垫肩透气舒适短袖宽松西装外套,服装,0.9236211,10,4963,2020/7/7 5:50,抖音最火换装卡点 - 苏名哲,纯音乐,Pop,2020-06-30
527,小彭自营麻辣牛排大片牛肉片内蒙古特产川味零食208g包邮,食品,0.70710677,72,5190,2020/7/7 5:51,想你的人没有睡 - 陈淑桦,国语,Pop,1991-12-05
528,满满家rn  横条范防晒上衣162,美妆,1.0,15,2630,2020/7/7 5:52,Never Say Good Bye - Mario & Nasty,韩语,Soundtrack,2005-12-23
529,闺蜜装白色高腰裙长短款可选女神范褶皱法式显瘦V领侧开叉连衣裙,服装,1.0,8,1253,2020/7/7 5:56,Blue Sky - 朴世君,英语,Dance,2015-06-30
530,崔万志2020年新款改良修身中国风两件套旗袍连衣裙女日常,服装,0.7694780999999999,13,164,2020/7/7 5:56,蓝色海黑色河 (DJ版) - 69,国语,Pop,2020-05-08
531,TIANMEI 甜美【香肩诱惑】白色雪纺衫女性感显瘦一字领短款上衣夏,服装,0.70710677,7,145,2020/7/7 5:57,幻听 (片段) - 半吨兄弟,其他,,2019-06-12
532,牛仔半身裙包臀紧身设计感小众性感高腰a字显瘦遮肉短裙新款夏季,服装,1.0,6,465,2020/7/7 5:57,嗯哒嗯哒 (完整原版) - 苏名哲,国语,Dance,2020-06-23
533,【陆志廉自制】Chris Luk夏季新款圆领印花男潮T恤三色短袖,服装,0.6098339,40,6,2020/7/7 6:09,最佳说唱 - 马阿俊,其他,,2019-10-31
534,王等等微胖定制不规则工装机能风半身裙2020夏新款高腰显瘦a字裙,鞋靴,0.8690300999999999,22,3011,2020/7/7 6:09,When You Left Me - Stories,英语,,2019-02-22
535,【桃夭手作】蒲公英球项链可定制发丝 拍下备注寄件人姓名,饰品,1.0,27,33,2020/7/7 6:15,当你 - 林俊杰,国语,Pop,2010-12-08
536,暗非黑厚底增高小白鞋女2020新款松糕百搭休闲帆布鞋女,鞋靴,1.0,13,33,2020/7/7 6:21,カトラリー (餐具) - しゅーず,日语,,2019-09-10
537,22号3M反光渐变T恤天使翅膀大印花短袖宽松情侣夏季ins蹦迪上衣潮,鞋靴,0.9299225,6,283,2020/7/7 6:22,Wake up (Original Mix) - Johnyrighthere,英语,Dance,2014-05-13
538,红口袋 复古少女桃心链条挂坠项链丝绒choker暗黑爱心lolita项圈,饰品,1.0,7,39,2020/7/7 6:31,**最火换装卡点 (完整原版) - 苏名哲,,,
539,（男款正码）新款果冻底爆米花透气鞋#980,运动,0.7729085,25,483,2020/7/7 6:37,女生大姨妈来了到底有多疼?男人们好好疼你女友老婆吧! - 未知,,,
540,火龙果爆款T,食品,1.0,6,700,2020/7/7 6:38,最美丽天使 (DJ版) - 唐小力,,,
541,武当三十六路腿法之正踢里合外摆,其他,1.0,17,109,2020/7/7 6:42,despair - LookedatHerFore,纯音乐,,2019-12-23
542,“600度小姐姐”~变粉,饰品,1.0,8,49,2020/7/7 6:43,september (抖音DJ热搜版) - 小猫多鱼,纯音乐,Pop,2020-06-18
543,港风韩版痞帅长袖衬衣,服装,1.0,10,54,2020/7/7 6:51,我爱你不问归期 (片段) - 半吨兄弟,国语,Pop,2020-04-17
544,性感斜肩连衣裙女2020年夏新款收腰显瘦气质露肩小黑裙设计感小众,服装,1.0,9,38,2020/7/7 6:55,As Long As You Love Me - Justin Bieber,英语,Pop,2012-06-15
545,海南三亚树熟大杨桃  4斤装 净果3斤 基地现摘现发 空运包邮,食品,1.0,30,243,2020/7/7 6:59,宁夏 (片段) - 程响Echo,,,
546,布丁妹妹 蒙贝宠物酸奶狗狗零食补钙0乳糖猫咪牛奶羊奶50g*10包,食品,0.70710677,27,211,2020/7/7 7:02,魔法城堡 - 原来是萝卜丫,国语,Pop,2020-06-29
547,素衣客2020新款夏季A版改良旗袍印花中国风连衣裙旗袍纯棉,服装,0.77330744,20,34,2020/7/7 7:04,동거 (同居) - 秋天假期,韩语,Pop,2010-10-07
548,YOUNG GUNS 保持童心 抵抗恶意 设计师原创款T恤男女款tee潮牌817,服装,1.0,26,340,2020/7/7 7:09,僕が死のうと思ったのは (曾经我也想过一了百了) - 中島美嘉,国语,,2017-03-31
549,灰灰家定制 套装2020年新款女赫本风套装轻熟风休闲套装裙两件套,家装,0.70710677,13,43,2020/7/7 7:11,等风来 (Live) - 霍尊、刘雨潼,国语,Pop,2018-01-04
550,陶陶麻麻背带裤,服装,1.0,15,18,2020/7/7 7:19,喜欢你 - G.E.M.邓紫棋,国语,Pop,2002-09-01
551,033-醋酸刺绣礼服,服装,1.0,16,17,2020/7/7 7:26,莫问归期 (DJ徐子杨版) - 蒋雪儿,,,
552,鑫韵18K小星星项链6087,饰品,1.0,7,58,2020/7/7 7:26,一生回味一面 (Live片段) - 阿悠悠,国语,Pop,2020-03-29
553,性感斜肩连衣裙女2020年夏新款收腰显瘦气质露肩小黑裙设计感小众,服装,1.0,9,38,2020/7/7 7:35,As Long As You Love Me (Acoustic) - Justin Bieber,英语,Folk,2012-11-02
554,零度企鹅芝士草莓口味4KG低卡无蔗糖吃不胖冰淇淋冰激凌雪糕,食品,1.0,45,65,2020/7/7 7:43,Toca - Carnage、Timmy Trumpet、KSHMR,英语,Dance,2015-07-10
555,董小姐高端定制奢华链条腰带醋酸鱼尾连衣裙2020新款夏女神范裙子,饰品,1.0,9,708,2020/7/7 7:53,Trampoline (蹦床) - SHAED,,,
556,生日礼物七彩毛毛虫毛绒玩具卡通公仔女生睡觉夹腿抱枕,玩具,0.81649655,10,241,2020/7/7 7:55,桃花笑 - 锦零,国语,Soundtrack,2019-01-08
557,豆柴冻干双拼狗粮内含冻干蛋黄鸡肉鸭肉泰迪金毛柯基全犬种通用粮,食品,1.0,52,188,2020/7/7 7:58,これがオタクの生きる道 - 神前暁,纯音乐,Soundtrack,2011-01-12
558,网红ins风梳妆台led卧室小户型轻奢公主化妆桌小迷你单人,美妆,1.0,15,34,2020/7/7 8:17,那时正好 - 李奕遐,国语,Pop,2018-11-14
559,短袖T恤+牛仔短裤(M-XXL),服装,0.5206558,11,3540,2020/7/7 8:21,男人绝不认输 (DJ版) - 万一,国语,Pop,2016-04-23
560,WHOOPSHOP Alonely walk 云彩天使短袖国潮牌宽松情侣休闲嘻哈T恤,鞋靴,0.9299225,14,20,2020/7/7 8:21,深深深深 (Remix) - DJ,纯音乐,Pop,2020-05-21
561,小吊带背心女夏季新款蝴蝶结褶皱木耳边外穿百搭抹胸甜美,内衣,0.81649655,7,111,2020/7/7 8:26,La Banda - 者思范Remix,纯音乐,Dance,2015-04-21
562,曹婷婷同款ol套装女2020新款高级蓝色衬衫半裙两件套轻熟风职业装,服装,1.0,52,34,2020/7/7 21:21,Don't Play - Jaeger,国语,Pop,2017-01-01
563,寻常小胡    西装套装女韩版夏薄款2020新款气质西装半身裙两件套,服装,1.0,22,284,2020/7/7 21:21,Nevada - Vicetone、Cozi Zuehlsdorff,英语,Dance,2016-06-24
564,8060牛奶丝二件套,服装,1.0,10,406,2020/7/7 21:22,我从草原来 (Live片段) - 苏晗,国语,Pop,2010-09-30
565,中高考金榜题名款九乘伽业金刚手绳 手艺人泽哥中高考祈福手绳,饰品,1.0,37,9,2020/7/7 21:25,盗墓笔记·十年人间 - 昼夜,国语,Pop,2018-07-31
566,时尚雪纺衬衫  jlyy8020+ls2036#,服装,1.0,9,224,2020/7/7 21:30,最美的伤口 - 张禾禾、大石桥联盟蓝天晨、雨萱、北北,国语,Pop,2020-01-01
567,望儿山黄金豆棍非物质文化遗产300g*2包,饰品,1.0,99,1690,2020/7/7 21:34,The Sounds Of Silence (纯音乐版) - Bandari,纯音乐,NewAge,1998-04-01
568,歙县冰鲜溪流石斑鱼 净膛400克 满4份包邮,食品,1.0,8,141,2020/7/7 21:34,稻香 - 周杰伦,国语,Pop,2008-10-15
569,【6月29号10点上新】价格未定 更多新品下滑至详情页抢鲜查看！,其他,1.0,11,0,2020/7/7 21:37,凉凉 - 张碧晨、杨宗纬,国语,Soundtrack,2017-02-18
570,2169#翻领短款露脐上衣,服装,1.0,24,66,2020/7/7 21:45,震撼你心 (DJ版) - 新旭,国语,Pop,2019-06-12
571,罗伟明红薯片香脆地瓜干蜂蜜味100g*3包,箱包,0.5168602,84,19000,2020/7/7 21:51,Battle Without Honor Or Humanity - 布袋寅泰,纯音乐,Soundtrack,2004-03-31
572,靓小靓圆领灯笼袖柔软显白毛衣巨美茄紫色/南瓜橘/豆沙粉,饰品,0.70710677,6,53,2020/7/7 21:52,大笨钟 - 周杰伦,国语,Pop,2012-12-28
573,3023,其他,1.0,7,12,2020/7/7 21:59,Sound of Silence - Emilíana Torrini,英语,Pop,2016-04-07
574,爱你多蓝色之恋砂锅,家装,1.0,26,17,2020/7/7 22:01,Tolliyunu (Neelambari) - 未知,,,
575,小鱼鱼新款2020夏季女装欧货短袖波浪纹褶皱上衣立领T恤显瘦潮女,服装,0.54410315,10,94,2020/7/7 22:02,画皮 - 小浅,国语,Pop,2020-01-17
576,22号3M反光渐变T恤天使翅膀大印花短袖宽松情侣夏季ins蹦迪上衣潮,鞋靴,0.9299225,6,325,2020/7/7 22:05,极限上头Wake up - 光太、DJ,纯音乐,Dance,2020-06-05
577,这是防拍价别拍 看详情跳Jk&格Lo,其他,1.0,14,0,2020/7/7 22:10,Caged Bird - Alicia Keys,,,
578,林坚定私服黑色小心机系带高腰显瘦半身裙女夏百搭A字短裙,服装,1.0,24,322,2020/7/7 22:32,对手 (Live片段) - 宋立伟,国语,Rap/HipHop,2020-06-14
579,夏装新款显瘦套装裙雪纺V领泡泡袖减龄上衣洋气百搭A字裙两件套潮,饰品,0.70710677,10,70,2020/7/7 22:35,同样 - lambert、Pony Soore、杨胖雨,国语,Pop,2020-03-19
580,玉春香子南记原创传统中国风汉服女晋制襦裙十二破交领齐腰日常春,服装,1.0,19,544,2020/7/7 22:40,船歌 - 纯音乐,国语,Folk,2004-04-22
581,22号3M反光渐变T恤天使翅膀大印花短袖宽松情侣夏季ins蹦迪上衣潮,鞋靴,0.9299225,5,325,2020/7/7 22:47,攀娘举牌 (DJ版) - 蒋先生,国语,Dance,2020-06-29
582,郭九九呢 短袖T恤女2020夏季新款bm风修身显瘦短款百搭针织上衣潮,服装,0.5206558,10,807,2020/7/7 22:52,Industrial Unrest - Jenny Agutter,,,
583,大码女装运动风连体裤胖mm收腰显瘦黑色反光宽松连体套装夏,运动,1.0,11,161,2020/7/7 23:23,莫西莫西 - 坏小欠,纯音乐,Pop,2020-06-17
584,法儿家韩版2020年新款女夏a字长裙子高腰小清新小碎花绿色半身裙,服装,1.0,21,767,2020/7/7 23:25,夏天的风 - 枫宇辰、兰妮,国语,Pop,2020-04-16
585,月子服夏季薄款产后纯棉孕妇哺乳睡衣7月份8怀孕期产妇喂奶家居服,服装,1.0,11,35,2020/7/7 23:27,素颜 (Feat.文韬) - 宋雅萌,,,
586,2020春夏新款修身休闲时尚套装C06260104,服装,1.0,9,35,2020/7/7 23:37,空空如也 - 蔡妍,国语,Pop,2010-08-18
587,视频中潮流带扣灯笼裤,服装,1.0,6,56,2020/7/7 23:38,你是我拒绝别人的理由 (DJ Candy版) - 赵霏儿,,,
588,【阿lin拯救花】直筒西装短裤女2020高腰垂感薄款宽松休闲五分裤,服装,1.0,5,288,2020/7/7 23:39,萨斯给 - 阿吉野马,国语,Pop,2018-10-17
589,郭九九呢 白色短袖t恤女2020夏季新款宽松韩版休闲学生百搭上衣潮,服装,0.6098339,32,297,2020/7/7 23:56,Homage - Mild High Club,英语,Alternative,2016-08-26
590,满满家rn  横条范防晒上衣162,美妆,1.0,15,2690,2020/7/7 23:57,Never Say Good Bye (绝不说再见) - Mario & Nasty,韩语,Dance,1999-06-07
591,PRAMY/柏瑞美丝柔蜜粉胡椒粉散粉定妆粉控油持久遮瑕防水防汗自然,食品,0.70710677,80,5161,2020/7/7 23:59,枉凝眉 - 聆听花蕾,国语,Pop,1987-11-01
592,网红ins风梳妆台led卧室小户型轻奢公主化妆桌小迷你单人,美妆,1.0,15,35,2020/7/8 0:45,那时正好 (女生版) - 李奕遐,国语,,2020-05-15
593,BIPOLAR 罗密欧的剧本短袖 夏季新品嘻哈宽松潮流街头印花T恤,服装,0.6098339,36,35,2020/7/8 0:47,好久不见 - 音浪老师,国语,Pop,2007-04-24
594,滇西小哥旗舰店正宗云南澄江藕粉纯藕粉手工制原味早餐小袋礼盒装,食品,0.76452196,142,4788,2020/7/8 0:51,Ghost - 陈泳弘,英语,Pop,2019-10-17
595,电动清缝机锥刀开槽清理扩缝工具瓷砖地板清缝机,车品,0.77955955,13,10,2020/7/8 0:59,ᥓᥣᥭᥰ ᥟᥣᥢ ᥐᥧᥭᥱ (片段) - July Tun,,,
596,广东清远山林散养 168天休眠清远鸡 1000g/袋,食品,1.0,29,7,2020/7/8 1:00,Little Leona - roy haynes,英语,Jazz,2014-01-20
597,自由构造GOLDEN MATRX潮男女港风复古情侣装奶牛衬衫宽松oversize,服装,1.0,13,462,2020/7/8 1:01,爱出发 - TFBOYS,国语,Pop,2013-10-04
598,纯手工剁辣椒 湖南特产剁椒酱农家自制手工辣椒酱下饭菜老坛剁椒,食品,1.0,44,21,2020/7/8 1:02,卡农 (浪潮版) - Noble Music Project,纯音乐,Children,2019-10-06
599,仙姆Samchak 柏翠丝去黑头鼻贴溶解导出液套装收缩毛孔粉刺闭口女,美妆,1.0,83,4183,2020/7/8 1:08,Ain't No Stoppin' Us Now - wayman tisdale,英语,Jazz,2008-10-22
600,这是防拍价别拍 看详情跳Jk&格Lo,服装,1.0,14,0,2020/7/8 1:33,Caged Bird (Outro) - Alicia Keys,其他,Rap/HipHop,2019-02-15
601,U.VN米杏色手工小花针织开衫外套女2020秋装新款韩版宽松百搭毛衣,服装,0.57735026,6,32,2020/7/8 1:33,第一次 (Live) - 光良,国语,Pop,2018-02-17
602,【6月29号10点上新】价格未定 更多新品下滑至详情页抢鲜查看！,其他,1.0,11,0,2020/7/8 1:34,凉凉 (DJ版片段) - 张碧晨、杨宗纬,,,
603, 【蝶入花】百搭宽松休闲马甲,服装,0.70710677,9,528,2020/7/8 1:36,人的这一生 - 伊笑,国语,Pop,2020-06-07
604,ICE水水冰】黑色垂感半身裙女2020夏新款不规则绑带开衩显瘦裙子,服装,1.0,7,106,2020/7/8 1:49,情人 - 蔡徐坤,国语,Pop,2020-05-24
605,洒哇地咔无线手持吸尘器,电器,1.0,27,4,2020/7/8 1:56,Saint Sophia. Mosaics. Deesis - Sara Anderson,其他,,2012-04-12
606,小鱼鱼新款2020夏季女装欧货短袖波浪纹褶皱上衣立领T恤显瘦潮女,服装,0.54410315,9,94,2020/7/8 1:57,画皮 - 未知,国语,Pop,2020-01-17
607,佰德隆天天台式纯肉肠两袋装,食品,1.0,26,2310,2020/7/8 2:04,一口一口 - 童可可,国语,WorldMusic,2020-04-07
608,【CHERRYQ】珍珠Chocker  ▏巴洛克天然珍珠颈链女锁骨链超仙饰品,饰品,0.8944271999999999,11,62,2020/7/8 2:14,The anthem (Unreleased Extended Version) - Onra,,,
609,新款帆布鞋,鞋靴,1.0,7,141,2020/7/8 2:18,사랑했나봐 - BOBBY,,,
610,【ICE水水冰】港风日式印花衬衫女设计感小众夏外穿雪纺衬衣外套,服装,0.5,7,428,2020/7/8 2:18,太迟 - 王茗,国语,Pop,2020-03-19
611,杜屁屁桃2020年夏季新款牛仔阔腿裤女高腰显瘦薄款宽松链条直筒裤,服装,1.0,10,50,2020/7/8 2:20,孤单坠爱 (DJ版) - 庄心妍,其他,Dance,2016-11-11
612,双口袋宽松薄款衬衫+萝卜休闲裤99213,服装,1.0,5,107,2020/7/8 2:29,微笑吧 - 未知,国语,Pop,2020-04-08
613,现货日本网红猫咪吐司模具猫头猫形土司盒可爱猫猫面包猫型烘焙模,食品,1.0,17,174,2020/7/8 2:36,香草吧噗 - 南拳妈妈,,,
614,设计感小众条纹半身裙2020新款女夏高腰包臀短裙显瘦不规则A字裙,箱包,1.0,6,560,2020/7/8 2:57,My Sunset (Original Mix) - Feint,纯音乐,Electronica,2011-07-12
615,2020新款女装潮牌休闲套装英文哈伦运动松紧腰时尚百搭小脚,运动,1.0,17,58,2020/7/8 2:58,夏日炎炎有你超甜 (完整原版片段) - 苏名哲,国语,Dance,2020-06-17
616,【樊登推荐】如何让你爱人爱上你  一开口就让人喜欢你S,其他,1.0,218,4250,2020/7/8 3:10,瞬间的永恒 (钢琴曲) - 赵海洋,纯音乐,Pop,2013-06-06
617,ins超火小包包女2020新款高级感网红单肩复古质感手提包,箱包,0.70710677,11,1340,2020/7/9 1:33,听妈妈的话 - 藤竹京,国语,Pop,2006-09-05
618,哥弟女装2020春夏新款简约拼色翻领POLO衫套头针织衫女A300616,服装,1.0,29,131,2020/7/9 1:34,君を忘れてた - Falcom Sound Team jdk,纯音乐,Soundtrack,2007-09-27
619,三分妄想王者荣耀cos服如梦令嫦娥古风游戏全套套装cospay服装女,数码,1.0,11,17,2020/7/9 1:35,三寸天堂 - 严艺丹,国语,Pop,2012-12-18
620,2020网红同款香薰挂脖风扇 USB充电超长续航 多档模式 360度调节,数码,0.70710677,10,4804,2020/7/9 1:36,いつも何度でも (永远同在) - 伊藤サチコ,日语,Pop,2011-08-03
621,仰卧起坐辅助器懒人女减腰腹赘肉吸盘式多功能男运动健身减肥神器,运动,1.0,7,266,2020/7/9 1:37,Larg - Elgit Doda,其他,Dance,2019-05-28
622,夏季2020新款女装气质性感修身包臀裙裙子OL短袖显瘦中长款连衣裙,服装,0.57735026,7,189,2020/7/9 1:37,Beautiful Now - Zedd、Jon Bellion,英语,Dance,2015-05-15
623,2020年春季新款韩版时尚洋气百搭上衣+裙子两件套30001.952,服装,0.70710677,9,41,2020/7/9 1:41,没有你陪伴真的好孤单 - 梦然,国语,Pop,2013-09-22
624,INFINT专业实战篮球袜男中筒高帮精英袜毛巾底运动透气袜子叶天,内衣,1.0,53,1879,2020/7/9 1:42,Early Morning Dreams (Kled Mone Remix) - Kadebostany,英语,Dance,2017-10-08
625,{融图文化} 20几岁不能不懂的社交礼仪常识 ,图书,1.0,17,2150,2020/7/9 1:42,Clear Water - Robert Haigh,,,
626,蓝语大码女装胖妹妹mm甜美学院风连衣裙子夏装新款遮肉显瘦a字裙,服装,0.81649655,9,713,2020/7/9 1:46,火影卡点 - 安筱冷,纯音乐,EasyListening,2011-10-30
627,毛绒玩具五彩毛毛虫内含夏凉被,玩具,1.0,7,86,2020/7/9 1:48,Wrap Me in plastic (片段) - Koka,英语,Dance,2017-10-27
628,连衣裙女2020新款高端妈妈夏装重工刺绣裙子,服装,1.0,14,194,2020/7/9 1:48,恋人心 - 魏新雨,国语,Pop,2014-06-16
629,2020安吉黄金叶380新茶250g-500g,食品,1.0,25,196,2020/7/9 1:48,Indian Occupation in Kashmir - Arundhati Roy,,,
630,新款,其他,1.0,8,424,2020/7/9 1:49,今生最爱 - 王飞,国语,Pop,2014-02-01
631,王者模型 伽罗手办视频教程材料包 DIY超轻粘土摆件玩偶礼物手工,玩具,0.70710677,57,2,2020/7/9 1:49,百战成诗 (3燃情版) (含音效) - 萧忆情Alex、不才、小爱的妈、肥皂菌、笛呆子囚牛、李冠辰、佑旻yomi、情桑_Eric、江晓晖、金弦、周延英（英子-effie）、陌秋离、畅畅酱、章鱼烧正太、潇潇雨、栩影、倪莫问、老虎欧巴、凤冴、令狐襄儿,国语,,2020-05-05
632,Y6688旗袍裙妈妈装复古春夏短袖年轻款印花时尚气质女,服装,0.7694780999999999,10,234,2020/7/9 1:51,对面的小姐姐 (完整DJ原版) - 王Music,国语,Dance,2020-06-28
633,倍思 数据线理线器魔术贴捆绑线耳机绕线器电源线收纳扎带绳整理,电器,0.6340650999999999,36,2856,2020/7/9 1:54,中国新说唱EP01 RAP01 (Live) - 周汤豪,国语,Rap/HipHop,2018-07-14
634,休闲时尚套装女夏季2020年新款防晒长袖T恤+吊带短裤子洋气两件套,美妆,1.0,13,103,2020/7/9 1:55,海阔天空 - DJRE,粤语,Pop,1993-05-01
635,荷宝娜微胖定制 方领碎花连衣裙女2020夏胖mm显瘦大码气质雪纺裙,服装,0.84277874,80,1318,2020/7/9 1:56,萨克斯男唱 - 志泽、虞姬,,,
636,浪漫传奇洗衣液-令,饰品,1.0,36,921,2020/7/9 1:57,Illusionary Daytime - Shirfine,纯音乐,,2019-11-26
637,新款蕾丝改良版中长款旗袍,服装,1.0,10,234,2020/7/9 1:57,人间 (片段) - 林子,纯音乐,Pop,2020-06-18
638,艳敏同款16色星空魔方格眼影盘,美妆,1.0,14,14,2020/7/9 1:59,紫霞仙子 - 宋瑞、梦瑾,纯音乐,,2019-07-19
639,青岛啤酒日期新鲜白啤11度500ml*12听罐啤新品上市,食品,1.0,59,6511,2020/7/9 2:01,欧美金曲串烧 - Various Artists,,,
